:START_ID(Entity),:END_ID(Entity),:TYPE,claim_id,predicate,refs:int[],status,evidence,level,species:string[],section,volume,synthesis:boolean,finding,finding_note,hypothesis,hypothesis_group,parameters
nominal-and-effective-stimulus-stored-as-separat-1qtadz8,a-dose-record-that-distinguishes-free-field-from-19pqulw,REQUIRED_FOR,C0083,required_for,9;11;12;20;24;164,inferred,inferred,biophysical,,v0-3-dose,v0,true,,,,,"{""provenance"":""a modelled value carries its pipeline and segmentation""}"
a-named-summary-dose-metric-with-its-rule-scope-1q420sg,an-interpretable-summary-dose-value-with-a-missi-1ol643r,REQUIRED_FOR,C0084,required_for,2;14;17;18;19;28;79;85,inferred,inferred,biophysical,,v0-3-dose,v0,true,,,,,"{""instances"":""an E-field value names its outcome measure; a safety quantity names its rule and scope; a thermal value names CEM43 or the temperature criterion; an occupancy value names the ligand's intrinsic efficacy class""}"
the-second-spatial-difference-of-the-extracellul-1n1dp2v,axonal-membrane-depolarising-where-the-activatin-0g2nji4,POLARIZES,C0085,polarizes,33,supported,computational,biophysical,,v0-4-coupling-electromagnetic,v0,false,,,,,"{""model"":""chain of discrete compartments, nodes of Ranvier for myelinated fibres and arbitrary segments for unmyelinated ones"",""generality"":""both fibre types obey the same formal structure; the monopolar pattern generalises to other electrode layouts"",""status"":""a property of a cable model, not a measurement""}"
a-spatially-uniform-electric-field-which-gives-a-10t98tq,fibre-terminations-bends-and-points-where-the-fi-1jrv24u,POLARIZES,C0086,polarizes,33,supported,computational,biophysical,,v0-4-coupling-electromagnetic,v0,false,,,,,
focal-extracellular-electrical-stimulation-near-1tf3nm1,myelinated-axons-at-lower-current-than-cell-bodi-17n020a,ACTIVATES,C0087,activates,34,supported,animal-interventional,cellular,mammal,v0-4-coupling-electromagnetic,v0,false,,,,,"{""basis"":""compiled current-distance relations for the mammalian CNS"",""gap"":""equivalent data for other electrode types were lacking""}"
cathodal-current-0c99fd9,myelinated-fibres-at-lower-current-than-anodal-s-0nqeody,ACTIVATES,C0088,activates,34,supported,animal-interventional,cellular,mammal,v0-4-coupling-electromagnetic,v0,false,,,,,
strong-cathodal-current-1xewzos,action-potential-propagation-near-the-electrode-0xyj685,INHIBITS,C0089,inhibits,34,supported,animal-interventional,cellular,mammal,v0-4-coupling-electromagnetic,v0,false,,,,,
pulse-duration-indexed-by-chronaxie-02ne0l6,which-neural-element-is-excited-13l418z,CORRELATES_WITH,C0090,correlates_with,34,supported,animal-interventional,cellular,mammal,v0-4-coupling-electromagnetic,v0,false,,,,,"{""central_myelinated_axons"":""about 50-100 us"",""grey_matter_stimulation"":""200-700 us"",""reading"":""the difference leaves open what is being excited in grey matter""}"
lumbosacral-epidural-electrical-stimulation-05urliy,large-diameter-myelinated-dorsal-root-afferents-1ytp9dh,ACTIVATES,C0091,activates,61,supported,animal-interventional,cellular,rat,v0-4-coupling-electromagnetic,v0,false,,,,,"{""model"":""hybrid finite-element and biophysical model"",""not_recruited_directly"":""motoneurons and interneurons"",""validation"":""predictions about intensity and electrode position confirmed in rats"",""order"":""largest fibres first, the reverse of physiological recruitment""}"
an-optimised-charge-balanced-10-khz-stimulation-0ja3064,axonal-conduction-without-the-onset-burst-that-c-0kvakww,INHIBITS,C0092,inhibits,62,supported,computational,biophysical,,v0-4-coupling-electromagnetic,v0,false,,,,,"{""frequency"":""10 kHz"",""mechanism"":""sodium channels driven into inactivation by the closed-state path"",""status"":""the work is computational""}"
charge-transfer-across-the-electrode-tissue-inte-04esi5d,limits-on-charge-balance-and-electrode-material-0lzlmxw,GATES,C0093,gates,63,supported,consensus,biophysical,,v0-4-coupling-electromagnetic,v0,false,,,,,"{""note"":""at the electrode itself the constraint is not the field but charge transfer""}"
uniform-dc-electric-field-applied-parallel-to-th-0eatu2c,ca1-pyramidal-cell-somata-linearly-1fr8sna,POLARIZES,C0094,polarizes,36,supported,in-vitro,cellular,rat,v0-4-coupling-electromagnetic,v0,false,,,,,"{""preparation"":""rat hippocampal slices"",""field_range"":""below 40 mV/mm (40 V/m)"",""coupling_constant"":""about 0.12 mV per mV/mm"",""largest_polarisation"":""dendritic tips"",""time_constants"":""about 15-70 ms"",""threshold"":""no clear threshold; excitability modulated continuously""}"
uniform-dc-electric-field-parallel-to-the-somato-1q9w0v5,distal-apical-dendrite-with-sign-opposite-to-the-0wn9f18,POLARIZES,C0095,polarizes,36,supported,in-vitro,subcellular,rat,v0-4-coupling-electromagnetic,v0,false,,,,,"{""note"":""the field that depolarises the soma hyperpolarises the distal dendrite""}"
uniform-field-applied-perpendicular-to-the-somat-0ak0m7l,afferent-synaptic-responses-with-no-somatic-pola-0y50109,MODULATES,C0096,modulates,36,supported,in-vitro,cellular,rat,v0-4-coupling-electromagnetic,v0,false,,,,,"{""somatic_polarisation"":""none detected""}"
uniform-electric-fields-above-the-linear-polaris-112uvq9,spontaneous-firing-and-epileptiform-activity-wit-0xo8f8i,INCREASES,C0097,increases,36,supported,in-vitro,cellular,rat,v0-4-coupling-electromagnetic,v0,false,,,,,
uniform-electric-field-acting-on-reconstructed-m-18yurfi,layer-v-pyramidal-cells-the-most-sensitive-class-1mt2zo4,POLARIZES,C0098,polarizes,49,supported,in-vitro,cellular,rat,v0-4-coupling-electromagnetic,v0,false,,,,,"{""predictor"":""morphology predicts somatic subthreshold polarisation"",""suprathreshold"":""thresholds reflect both direct polarisation and network input"",""layer_comparison"":""lower in layers V/VI than in II/III"",""method"":""patch-clamp recordings in uniform fields""}"
uniform-field-stimulation-as-distinct-from-somat-1u81v5j,burst-firing-that-somatic-current-injection-did-1ynrvul,INCREASES,C0099,increases,49,supported,in-vitro,cellular,rat,v0-4-coupling-electromagnetic,v0,false,,,,,
somatic-polarisation-and-terminal-or-bend-polari-0tvltni,different-sensitivities-to-electrode-or-coil-ori-0hbu6kj,CORRELATES_WITH,C0100,correlates_with,33;36;49,inferred,inferred,biophysical,,v0-4-coupling-electromagnetic,v0,true,,,,,"{""somatic"":""proportional to field along the somato-dendritic axis, measured in rodent slices"",""terminal"":""predicted by cable analysis to dominate in a uniform field, where the second spatial derivative is non-zero""}"
an-imposed-extracellular-voltage-gradient-01e211z,firing-frequency-of-an-already-active-neuron-at-1i42nm8,MODULATES,C0101,modulates,35,supported,in-vitro,cellular,invertebrate,v0-4-coupling-electromagnetic,v0,false,,,,,
endogenous-electric-fields-during-physiological-0vm8100,field-amplitude-of-about-2-4-mv-mm-0tq9amr,CORRELATES_WITH,C0102,correlates_with,37,supported,animal-observational,circuit,ferret,v0-4-coupling-electromagnetic,v0,false,,,,,"{""amplitude"":""about 2-4 mV/mm""}"
applied-uniform-field-of-about-2-4-mv-mm-in-ferr-06bgyia,the-slow-cortical-oscillation-which-sped-up-regu-1k63bhi,MODULATES,C0103,modulates,37,supported,in-vitro,circuit,ferret,v0-4-coupling-electromagnetic,v0,false,,,,,"{""amplitude"":""2-4 mV/mm"",""closed_loop"":""positive feedback strengthened oscillatory structure, negative feedback weakened it"",""attribution"":""the large network effect was attributed to small simultaneous depolarisation of many neurons by network modelling, not by the recordings""}"
transcranial-electrical-stimulation-at-2-ma-at-t-1ff4x3j,a-measured-cortical-electric-field-of-about-0-8-0lzf4ew,COUPLES_VIA,C0104,couples_via,40,supported,human-interventional,biophysical,human,v0-4-coupling-electromagnetic,v0,false,,,,,"{""scalp_current"":""2 mA"",""measured_cortical_field"":""about 0.8 V/m"",""n"":""10 epilepsy patients with intracranial electrodes"",""note"":""lower than commonly assumed""}"
adding-white-matter-anisotropy-or-a-multi-layer-12av1zi,model-accuracy-against-intracranial-measurement-06lhpc9,CORRELATES_WITH,C0105,correlates_with,40,supported,human-interventional,biophysical,human,v0-4-coupling-electromagnetic,v0,false,,,,,"{""result"":""no accuracy gain, whereas calibrating tissue conductivities did improve accuracy""}"
scalp-soft-tissue-and-skull-1ai6b0h,the-fraction-of-scalp-applied-current-that-reach-19zs2v8,GATES,C0106,gates,50,supported,animal-interventional,biophysical,rat;human,v0-4-coupling-electromagnetic,v0,false,,,,,"{""shunted_fraction"":""about 75%""}"
tolerable-transcranial-scalp-currents-09s9si9,an-electric-field-of-about-0-1-1-v-m-in-the-huma-1fq82un,COUPLES_VIA,C0107,couples_via,48,supported,computational,biophysical,human,v0-4-coupling-electromagnetic,v0,false,,,,,"{""available_field"":""about 0.1-1 V/m"",""model"":""morphologically realistic layer-5 pyramidal cells""}"
an-applied-electric-field-of-about-1-mv-mm-0t0ifn7,spiking-and-subthreshold-membrane-activity-0qui5tu,MODULATES,C0108,modulates,50,contested,animal-interventional,cellular,rat,v0-4-coupling-electromagnetic,v0,false,,,H-tes-entrainment-p2,H-tes-entrainment,"{""minimum_field"":""about 1 mV/mm (1 V/m)"",""method"":""intracellular recording""}"
transcranial-alternating-current-stimulation-at-1p2yqau,eeg-alpha-activity-reliably-0bg44mf,MODULATES,C0109,modulates,50,contested,human-interventional,circuit,human,v0-4-coupling-electromagnetic,v0,false,,,H-tes-entrainment-p2,H-tes-entrainment,"{""current_required"":""about 4-6 mA"",""conclusion"":""conventional low-intensity tES is probably too weak for direct, immediate effects""}"
tms-coil-geometry-1gtmnqz,a-depth-focality-tradeoff-present-in-every-coil-0iyx3x2,CORRELATES_WITH,C0110,correlates_with,56,supported,computational,biophysical,,v0-4-coupling-electromagnetic,v0,false,,,,,"{""coils"":""50"",""model"":""spherical head"",""tangential_spread_figure_8"":""as small as 5 cm2"",""tangential_spread_circular"":""34 cm2"",""half_value_depth_range"":""0.9-3.5 cm"",""status"":""all values simulated""}"
low-intensity-transcranial-electrical-stimulatio-0i6bn8p,no-serious-tes-related-adverse-events-0os8hmt,CORRELATES_WITH,C0111,correlates_with,43,supported,human-observational,clinical,human,v0-4-coupling-electromagnetic,v0,false,,,,,"{""sessions"":""more than 300,000"",""period"":""2017 to 2025"",""supported_envelope"":""up to 4 mA for up to 60 min/day""}"
transcranial-magnetic-stimulation-with-conventio-17u5f57,low-seizure-risk-1cpggyh,CORRELATES_WITH,C0112,correlates_with,42,supported,consensus,clinical,human,v0-4-coupling-electromagnetic,v0,false,,,,,"{""source"":""IFCN-endorsed safety update""}"
the-tms-induced-time-varying-electric-field-14roos2,superficial-gyral-cortex-because-the-field-penet-1irp0jw,LOCATED_IN,C0113,located_in,41,supported,consensus,biophysical,human,v0-4-coupling-electromagnetic,v0,false,,,,,
transcranial-magnetic-stimulation-07yxleb,myelinated-axon-terminals-of-pyramidal-cells-and-1w7ppnd,ACTIVATES,C0114,activates,41,supported,consensus,cellular,human,v0-4-coupling-electromagnetic,v0,false,,,,,"{""spread"":""through local intracortical circuits and along white-matter projections, in a state-dependent way"",""note"":""the consensus separates measured from modelled evidence""}"
somatosensory-and-auditory-co-stimulation-by-tms-01q27ww,transcranial-magnetic-stimulation-07yxleb,CONFOUNDS,C0115,confounds,41,supported,consensus,clinical,human,v0-4-coupling-electromagnetic,v0,false,,,,,"{""magnitude"":""substantial; requires control""}"
tms-field-in-a-head-model-coupled-to-realistic-n-17ss81m,intracortical-axon-terminals-at-the-gyral-crown-1cxa46y,ACTIVATES,C0116,activates,57,supported,computational,cellular,human,v0-4-coupling-electromagnetic,v0,false,,,,,"{""field_versus_direction"":""field magnitude mattered more than direction"",""current_direction"":""changing it shifted activation sites in a waveform-dependent way"",""status"":""computational throughout""}"
tms-transcranial-electrical-stimulation-and-tdcs-1sh7sqj,different-excitatory-and-inhibitory-intracortica-1n8zjvx,ACTIVATES,C0117,activates,58,supported,human-interventional,circuit,human,v0-4-coupling-electromagnetic,v0,false,,,,,"{""method"":""human epidural recordings of descending corticospinal volleys"",""variability"":""large inter-individual variability""}"
theta-burst-stimulation-bursts-of-high-frequency-18f3aqg,human-motor-cortex-excitability-with-direction-s-04zi5pq,MODULATES,C0118,modulates,38,contested,human-interventional,circuit,human,v0-4-coupling-electromagnetic,v0,false,,,H-tbs-reproducibility-p1,H-tbs-reproducibility,"{""train_duration"":""20-190 s over human motor cortex"",""effect"":""lasting excitability changes""}"
late-i-wave-recruitment-indexed-by-the-latency-o-1ql3p3v,theta-burst-stimulation-after-effect-that-is-res-0170o6e,CORRELATES_WITH,C0119,correlates_with,59,contested,human-interventional,circuit,human,v0-4-coupling-electromagnetic,v0,false,,,H-tbs-reproducibility-p2,H-tbs-reproducibility,"{""n"":""56 healthy adults"",""spread"":""after-effects varied widely"",""attribution"":""which interneuron networks a pulse recruits, rather than plasticity capacity""}"
scalp-transcranial-alternating-current-stimulati-1oc1zsu,single-neuron-spike-timing-but-not-firing-rate-i-1mvqouo,MODULATES,C0120,modulates,51,contested,animal-interventional,cellular,macaque,v0-4-coupling-electromagnetic,v0,false,,,H-tes-entrainment-p1,H-tes-entrainment,"{""state"":""awake"",""structures"":""including deep structures""}"
transcranial-alternating-current-stimulation-at-1wk8frr,neocortical-single-unit-activity-as-dose-depende-0ll3q86,MODULATES,C0121,modulates,52,contested,animal-interventional,cellular,macaque,v0-4-coupling-electromagnetic,v0,false,,,H-tes-entrainment-p1,H-tes-entrainment,"{""dose_dependence"":""yes"",""response_patterns"":""increased burst firing; phase locking to the stimulus""}"
transcranial-alternating-current-stimulation-at-1b6gh06,frequency-specific-oscillatory-power-through-net-0w2yjoq,INCREASES,C0122,increases,53,contested,computational,circuit,ferret,v0-4-coupling-electromagnetic,v0,false,,,H-tes-entrainment-p1,H-tes-entrainment,"{""mechanism"":""hyperpolarising phase delays premature firing; depolarising phase synchronises population firing"",""basis"":""large-scale network simulations with supporting ferret recordings"",""largest_effect"":""when stimulation frequency matches the intrinsic rhythm""}"
transcranial-alternating-current-stimulation-1csl9x1,phase-locking-in-neurons-already-strongly-locked-053idqx,DECREASES,C0123,decreases,44,contested,animal-interventional,cellular,macaque,v0-4-coupling-electromagnetic,v0,false,,,H-tes-entrainment-p1,H-tes-entrainment,"{""state_dependence"":""weakly locked neurons were entrained; strongly locked neurons often reduced their locking"",""offered_as"":""a source of inconsistent human outcomes""}"
conventional-low-intensity-transcranial-electric-04xrz0e,cortical-neurons-directly-and-immediately-judged-15l9sx3,MODULATES,C0124,modulates,40;50,contested,animal-interventional,cellular,rat;human,v0-4-coupling-electromagnetic,v0,false,,,H-tes-entrainment-p2,H-tes-entrainment,"{""rat_threshold"":""about 1 V/m"",""human_measured_field_at_2_mA"":""about 0.8 V/m"",""human_current_needed_for_alpha"":""about 4-6 mA""}"
transcutaneous-peripheral-nerve-and-skin-co-stim-1viwhz8,transcranial-alternating-current-stimulation-1csl9x1,CONFOUNDS,C0125,confounds,54,contested,human-interventional,systemic,rat;human,v0-4-coupling-electromagnetic,v0,false,,,H-tes-entrainment-p2,H-tes-entrainment,"{""argument"":""cortical fields too weak for direct activation while skin fields are much stronger"",""evidence"":""anaesthetising the skin reduced tACS-induced tremor entrainment; peripheral nerve stimulation alone reproduced the motor effects""}"
transcranial-alternating-current-stimulation-wit-0nc6bco,neuronal-entrainment-in-hippocampus-and-visual-c-0e8m0hm,MODULATES,C0126,modulates,55,contested,animal-interventional,cellular,macaque,v0-4-coupling-electromagnetic,v0,false,,,H-tes-entrainment-p1,H-tes-entrainment,"{""design"":""lesion-style control in the same species as the positive evidence""}"
simultaneous-human-intracranial-recording-and-fi-1at5yu7,deciding-whether-low-intensity-tes-effects-are-c-06j734d,REQUIRED_FOR,C0127,required_for,40;48;50;54;55,inferred,inferred,cellular,,v0-4-coupling-electromagnetic,v0,true,,,,,"{""present_state"":""positive single-unit evidence in macaques; sceptical threshold from rat intracellular recording plus human EEG; the two joined only by field models""}"
