id:ID(Entity),:LABEL,label,type,term,xref
the-mtor-and-rapid-synaptogenesis-convergence-br-1qg4quf,Entity;Pathway,The mTOR and rapid-synaptogenesis convergence branch,Pathway,mtor,
the-n-terminal-tip-region-cholesterol-interactio-017h5iq,Entity;SubcellularComponent,"The N-terminal tip region, cholesterol interactions and an intact actin cytoskeleton",SubcellularComponent,lipid-domain,
the-reflex-framing-of-vagal-control-of-splenic-t-0i2tqx6,Entity;CouplingMechanism,The reflex framing of vagal control of splenic TNF,CouplingMechanism,inflammatory-reflex,
the-second-spatial-difference-of-the-extracellul-1n1dp2v,Entity;CouplingMechanism,The second spatial difference of the extracellular potential along a fibre,CouplingMechanism,activating-function,
the-shannon-log-linear-boundary-between-charge-p-1qgfk5w,Entity;Measurement,"The Shannon log-linear boundary between charge per phase and charge density, with parameter k",Measurement,shannon-equation,
the-slow-cortical-oscillation-which-sped-up-regu-1k63bhi,Entity;Circuit,"The slow cortical oscillation, which sped up, regularised and entrained",Circuit,entrainment,
the-subjective-psychedelic-experience-01k62an,Entity;Measurement,The subjective psychedelic experience,Measurement,subjective-effects,
the-therapeutic-claim-that-vagal-stimulation-sup-0y5an2x,Entity;Outcome,The therapeutic claim that vagal stimulation suppresses inflammation,Outcome,,
the-three-pillars-exposure-at-the-target-site-ta-0vnxts1,Entity;Measurement,"The three pillars: exposure at the target site, target binding and expression of pharmacological activity",Measurement,three-pillars,
the-tms-induced-time-varying-electric-field-14roos2,Entity;CouplingMechanism,The TMS-induced time-varying electric field,CouplingMechanism,e-field,
the-transducer-as-a-node-carrying-a-cell-type-a-06aq2tj,Entity;CouplingMechanism,"The transducer as a node carrying a cell type, a subcellular compartment and a species of evidence",CouplingMechanism,transducer,
the-vascular-endothelium-rather-than-the-neuron-0xv8zxg,Entity;CellType,The vascular endothelium rather than the neuron,CellType,,
therapeutic-effect-65-80-d2-occupancy-for-antips-0p4t1oh,Entity;Outcome,Therapeutic effect: 65-80% D2 occupancy for antipsychotics and 70-80% serotonin transporter occupancy for antidepressants,Outcome,,
therapeutic-outcome-1ovs5vf,Entity;Outcome,Therapeutic outcome,Outcome,,
thermal-risk-assessment-of-transcranial-ultrasou-08eruv2,Entity;Outcome,Thermal risk assessment of transcranial ultrasound stimulation,Outcome,safety-envelope,
thermal-safety-criteria-for-transcranial-ultraso-1tlsmqh,Entity;Measurement,"Thermal safety criteria for transcranial ultrasound: temperature rise, absolute temperature, and thermal-dose limits by tissue type",Measurement,thermal-dose,
theta-burst-stimulation-after-effect-on-mep-ampl-00ejymn,Entity;Outcome,Theta-burst stimulation after-effect on MEP amplitude,Outcome,,
theta-burst-stimulation-after-effect-that-is-res-0170o6e,Entity;Outcome,"Theta-burst stimulation after-effect, that is responder status",Outcome,response-variability,
theta-burst-stimulation-bursts-of-high-frequency-18f3aqg,Entity;StimulationProtocol,"Theta-burst stimulation, bursts of high-frequency pulses repeated at theta rhythm",StimulationProtocol,theta-burst-stimulation,
theta-burst-stimulation-response-0zt9s4g,Entity;Outcome,Theta-burst stimulation response,Outcome,,
theta-burst-transcranial-magnetic-stimulation-1e5xgro,Entity;StimulationProtocol,Theta-burst transcranial magnetic stimulation,StimulationProtocol,theta-burst-stimulation,
three-rival-drive-to-molecular-endpoint-routes-t-1f8muh0,Entity;CouplingMechanism,"Three rival drive-to-molecular-endpoint routes: the nominal compound, a metabolite with no identified receptor, and a downstream requirement shared with structurally unrelated drugs",CouplingMechanism,,
threshold-set-by-time-averaged-postsynaptic-acti-045unym,Entity;CouplingMechanism,Threshold set by time-averaged postsynaptic activity (BCM sliding threshold),CouplingMechanism,bcm-rule,
thrice-weekly-racemic-ketamine-1wcjtvb,Entity;ExogenousDrive,Thrice-weekly racemic ketamine,ExogenousDrive,ketamine,
tibial-nerve-somatosensory-evoked-potentials-1kzbe3a,Entity;Measurement,Tibial-nerve somatosensory evoked potentials,Measurement,,
timing-of-the-phasic-locus-coeruleus-burst-but-n-02nr1ey,Entity;Measurement,"Timing of the phasic locus coeruleus burst, but not the total amount of locus coeruleus activity",Measurement,phasic-tonic,
tissue-damage-at-a-given-charge-density-073nzbm,Entity;Outcome,Tissue damage at a given charge density,Outcome,tissue-damage-threshold,
tms-coil-geometry-1gtmnqz,Entity;StimulationProtocol,TMS coil geometry,StimulationProtocol,figure-eight-coil,
tms-evoked-eeg-potential-0tiu8ev,Entity;Measurement,TMS-evoked EEG potential,Measurement,tms-evoked-potential,
tms-field-in-a-head-model-coupled-to-realistic-n-17ss81m,Entity;CouplingMechanism,TMS field in a head model coupled to realistic neuron morphologies,CouplingMechanism,morphologically-realistic-model,
tms-transcranial-electrical-stimulation-and-tdcs-1sh7sqj,Entity;StimulationProtocol,"TMS, transcranial electrical stimulation and tDCS parameters, including intensity and current direction",StimulationProtocol,tms,
tolerable-transcranial-scalp-currents-09s9si9,Entity;StimulationProtocol,Tolerable transcranial scalp currents,StimulationProtocol,tes,
train-frequency-of-electroconvulsive-therapy-and-1o8vj7r,Entity;StimulationProtocol,Train frequency of electroconvulsive therapy and magnetic seizure therapy,StimulationProtocol,train,
transcranial-alternating-current-stimulation-1csl9x1,Entity;ExogenousDrive,Transcranial alternating current stimulation,ExogenousDrive,tacs,
transcranial-alternating-current-stimulation-at-1b6gh06,Entity;ExogenousDrive,Transcranial alternating current stimulation at the network's intrinsic rhythm,ExogenousDrive,network-resonance,
transcranial-alternating-current-stimulation-at-1p2yqau,Entity;ExogenousDrive,Transcranial alternating current stimulation at about 4-6 mA,ExogenousDrive,tacs,
transcranial-alternating-current-stimulation-at-1wk8frr,Entity;ExogenousDrive,Transcranial alternating current stimulation at intensities feasible in humans,ExogenousDrive,tacs,
transcranial-alternating-current-stimulation-wit-0nc6bco,Entity;ExogenousDrive,Transcranial alternating current stimulation with somatosensory input blocked by topical anaesthesia,ExogenousDrive,tacs,
transcranial-direct-current-stimulation-090szlh,Entity;ExogenousDrive,Transcranial direct current stimulation,ExogenousDrive,tdcs,
transcranial-direct-current-stimulation-11jlof5,Entity;StimulationProtocol,Transcranial direct current stimulation,StimulationProtocol,tdcs,
transcranial-direct-current-stimulation-effects-0l42a8w,Entity;ExogenousDrive,Transcranial direct current stimulation effects attributed to direct cortical polarization,ExogenousDrive,tdcs,
transcranial-direct-current-stimulation-of-motor-10pdgqk,Entity;ExogenousDrive,Transcranial direct current stimulation of motor cortex,ExogenousDrive,tdcs,
transcranial-electric-and-magnetic-stimulation-0mukmy5,Entity;ExogenousDrive,Transcranial electric and magnetic stimulation,ExogenousDrive,tes,
transcranial-electric-stimulation-0drjeqe,Entity;ExogenousDrive,Transcranial electric stimulation,ExogenousDrive,tes,
transcranial-electrical-stimulation-0grzmgf,Entity;ExogenousDrive,Transcranial electrical stimulation,ExogenousDrive,tes,
transcranial-electrical-stimulation-at-2-ma-at-t-1ff4x3j,Entity;ExogenousDrive,Transcranial electrical stimulation at 2 mA at the scalp,ExogenousDrive,tes,
transcranial-magnetic-stimulation-07yxleb,Entity;ExogenousDrive,Transcranial magnetic stimulation,ExogenousDrive,tms,
transcranial-magnetic-stimulation-with-conventio-17u5f57,Entity;StimulationProtocol,Transcranial magnetic stimulation with conventional parameters,StimulationProtocol,tms,
transcranial-optical-dose-08jnwcp,Entity;StimulationProtocol,Transcranial optical dose,StimulationProtocol,dose,
transcranial-pulse-stimulation-1j7r0no,Entity;ExogenousDrive,Transcranial pulse stimulation,ExogenousDrive,mj-per-mm2,
transcranial-static-magnetic-field-stimulation-0jrukv5,Entity;ExogenousDrive,Transcranial static magnetic field stimulation,ExogenousDrive,,
transcranial-ultrasound-stimulation-1cxxd04,Entity;ExogenousDrive,Transcranial ultrasound stimulation,ExogenousDrive,tus,
transcutaneous-peripheral-nerve-and-skin-co-stim-1viwhz8,Entity;Confound,Transcutaneous peripheral nerve and skin co-stimulation by tACS,Confound,peripheral-route,
transcutaneous-stimulation-of-scalp-afferents-by-0gdtmfx,Entity;Confound,Transcutaneous stimulation of scalp afferents by tACS,Confound,peripheral-route,
transduction-of-low-pressure-ultrasound-in-c-ele-1s85lmm,Entity;Outcome,Transduction of low-pressure ultrasound in C. elegans,Outcome,,
transfer-of-an-animal-tes-dose-to-humans-17125tx,Entity;StimulationProtocol,Transfer of an animal tES dose to humans,StimulationProtocol,dose,
translocator-protein-tspo-1w5whsx,Entity;GeneProduct,Translocator protein (TSPO),GeneProduct,tspo,
transmembrane-domain-site-of-trkb-dimers-0srkjaa,Entity;Molecule,Transmembrane-domain site of TRKB dimers,Molecule,trkb,
transmission-through-the-human-skull-03btebv,Entity;CouplingMechanism,Transmission through the human skull,CouplingMechanism,transmittance,
trek-1-trek-2-traak-and-nav1-5-currents-0o6lh6p,Entity;GeneProduct,"TREK-1, TREK-2, TRAAK and NaV1.5 currents",GeneProduct,mechanosensitive-channel,
trkb-0itud0a,Entity;GeneProduct,TrkB,GeneProduct,trkb,
trkb-at-sites-partly-distinct-from-the-antidepre-09n7tbk,Entity;Molecule,"TrkB, at sites partly distinct from the antidepressant site",Molecule,trkb,
two-low-intensity-repetitive-tms-protocols-0btvky8,Entity;StimulationProtocol,Two low-intensity repetitive TMS protocols,StimulationProtocol,rtms,
uberon-species-neutral-anatomy-ontology-class-00zyoja,Entity;Measurement,Uberon species-neutral anatomy ontology class,Measurement,uberon,
ultrabrief-right-unilateral-electroconvulsive-th-0ix5350,Entity;StimulationProtocol,Ultrabrief right unilateral electroconvulsive therapy,StimulationProtocol,electroconvulsive-therapy,
ultraharmonic-microbubble-emissions-detected-by-1uothlm,Entity;Measurement,Ultraharmonic microbubble emissions detected by a hydrophone,Measurement,ultraharmonic-emission,
ultrasound-at-0-8-mhz-and-0-20-mpa-1s8zjey,Entity;ExogenousDrive,Ultrasound at 0.8 MHz and 0.20 MPa,ExogenousDrive,tus,
ultrasound-evoked-c-fos-induction-and-contralate-0zmranl,Entity;Outcome,Ultrasound-evoked c-fos induction and contralateral limb movement through intact skull,Outcome,c-fos,
ultrasound-evoked-calcium-responses-limb-movemen-0mx82c0,Entity;Outcome,"Ultrasound-evoked calcium responses, limb movement and EMG",Outcome,electromyography,
ultrasound-evoked-central-amygdala-response-null-03ssxep,Entity;Measurement,Ultrasound-evoked central amygdala response (null; only neuronal deletion reduced it),Measurement,,
ultrasound-evoked-cortical-activity-and-startle-06yoswn,Entity;Outcome,Ultrasound-evoked cortical activity and startle-like motor response,Outcome,,
ultrasound-gating-of-human-trpa1-1n71arg,Entity;GeneProduct,Ultrasound gating of human TRPA1,GeneProduct,trpa1,
ultrasound-heating-of-rat-ventral-posterolateral-13vgsv2,Entity;CouplingMechanism,Ultrasound heating of rat ventral posterolateral thalamus,CouplingMechanism,thermal-account,
ultrasound-in-the-presence-of-gas-bodies-08g0s7y,Entity;ExogenousDrive,Ultrasound in the presence of gas bodies,ExogenousDrive,tus,
ultrasound-induced-inhibition-of-tms-evoked-moto-156anik,Entity;Outcome,Ultrasound-induced inhibition of TMS-evoked motor potentials,Outcome,,
ultrasound-induced-motor-inhibition-indexed-by-t-0qavx59,Entity;Measurement,Ultrasound-induced motor inhibition indexed by TMS-elicited motor evoked potentials,Measurement,motor-evoked-potential,
ultrasound-responsiveness-of-the-chosen-neurons-1ab3fmj,Entity;NeuronPopulation,Ultrasound responsiveness of the chosen neurons,NeuronPopulation,,
uncontrolled-brain-state-at-the-moment-of-stimul-1h0ry0z,Entity;Confound,Uncontrolled brain state at the moment of stimulation,Confound,state-dependence,
uncorrected-mri-artefacts-in-head-segmentation-0x0p865,Entity;Confound,Uncorrected MRI artefacts in head segmentation,Confound,finite-element-head-model,
undocumented-methodological-practice-in-electric-1amadtx,Entity;Confound,Undocumented methodological practice in electrical brain stimulation research,Confound,reproducibility,
uniform-dc-electric-field-applied-parallel-to-th-0eatu2c,Entity;CouplingMechanism,Uniform DC electric field applied parallel to the somato-dendritic axis,CouplingMechanism,uniform-field,
uniform-dc-electric-field-parallel-to-the-somato-1q9w0v5,Entity;CouplingMechanism,Uniform DC electric field parallel to the somato-dendritic axis,CouplingMechanism,uniform-field,
uniform-electric-field-acting-on-reconstructed-m-18yurfi,Entity;CouplingMechanism,Uniform electric field acting on reconstructed motor-cortex neuron morphologies,CouplingMechanism,uniform-field,
uniform-electric-fields-above-the-linear-polaris-112uvq9,Entity;CouplingMechanism,Uniform electric fields above the linear-polarisation range,CouplingMechanism,uniform-field,
uniform-field-applied-perpendicular-to-the-somat-0ak0m7l,Entity;CouplingMechanism,Uniform field applied perpendicular to the somato-dendritic axis,CouplingMechanism,somato-dendritic-axis,
uniform-field-stimulation-as-distinct-from-somat-1u81v5j,Entity;CouplingMechanism,"Uniform-field stimulation, as distinct from somatic current injection",CouplingMechanism,uniform-field,
unmeasured-joins-in-the-40-hz-chain-19b6nlw,Entity;Confound,Unmeasured joins in the 40 Hz chain,Confound,convergence,
unreported-current-frequency-pulse-width-and-tra-0pgyp7q,Entity;Confound,"Unreported current, frequency, pulse width and train duration of the founding vagal experiment",Confound,dose-parameter-set,
unreported-effective-stimulation-dose-1ecdvhs,Entity;Confound,Unreported effective stimulation dose,Confound,dose,
vagal-afferent-neurons-through-a-glutamatergic-s-1jmcnq3,Entity;NeuronPopulation,"Vagal afferent neurons, through a glutamatergic synapse",NeuronPopulation,vagus-nerve,
vagal-stimulation-1dup16g,Entity;ExogenousDrive,Vagal stimulation,ExogenousDrive,vagus-nerve-stimulation,
vagal-stimulation-as-engagement-of-a-single-chan-0jic9o2,Entity;ExogenousDrive,Vagal stimulation as engagement of a single channel,ExogenousDrive,vagus-nerve-stimulation,
vagal-suppression-of-splenic-tnf-1l807va,Entity;Outcome,Vagal suppression of splenic TNF,Outcome,tnf,
vagus-nerve-stimulation-0vbb301,Entity;ExogenousDrive,Vagus nerve stimulation,ExogenousDrive,vagus-nerve-stimulation,
vagus-nerve-stimulation-as-a-reproducible-drive-0pp7pls,Entity;ExogenousDrive,Vagus nerve stimulation as a reproducible drive,ExogenousDrive,vagus-nerve-stimulation,
vagus-nerve-stimulation-current-amplitude-and-pu-00ywrb1,Entity;StimulationProtocol,Vagus nerve stimulation current amplitude and pulse width,StimulationProtocol,vagus-nerve-stimulation,
vagus-nerve-stimulation-paired-with-a-jaw-moveme-0294zws,Entity;ExogenousDrive,Vagus nerve stimulation paired with a jaw-movement behaviour,ExogenousDrive,vagus-nerve-stimulation,
vagus-nerve-stimulation-pulse-frequency-06xmyqm,Entity;StimulationProtocol,Vagus nerve stimulation pulse frequency,StimulationProtocol,pulse-frequency,
variability-of-theta-burst-stimulation-after-eff-0bwb2u1,Entity;Measurement,Variability of theta-burst stimulation after-effects,Measurement,response-variability,
vns-dependent-cortical-map-expansion-1ot0lwm,Entity;Outcome,VNS-dependent cortical map expansion,Outcome,cortical-map-plasticity,
vns-paired-expansion-of-the-jaw-representation-i-0kvfh7v,Entity;Outcome,VNS-paired expansion of the jaw representation in motor cortex,Outcome,cortical-map-plasticity,
vns-paired-expansion-of-the-proximal-forelimb-mo-109toe9,Entity;Outcome,VNS-paired expansion of the proximal forelimb motor representation,Outcome,cortical-map-plasticity,
volume-of-distribution-in-tissue-0024z40,Entity;Measurement,Volume of distribution in tissue,Measurement,,
volume-of-distribution-of-an-infused-molecule-in-15m6ws5,Entity;Measurement,Volume of distribution of an infused molecule in brain extracellular space,Measurement,brain-extracellular-fluid,
volume-of-distribution-of-infused-solute-in-whit-005rb0m,Entity;Measurement,Volume of distribution of infused solute in white matter,Measurement,,
wearing-off-dyskinesia-and-the-long-duration-res-03gemas,Entity;Outcome,"Wearing-off, dyskinesia and the long-duration response",Outcome,,
weekly-attack-frequency-in-medically-intractable-0syffrh,Entity;Outcome,Weekly attack frequency in medically intractable chronic cluster headache,Outcome,clinical-response,
whether-acoustic-coupling-is-reversible-modulati-05679pv,Entity;Outcome,Whether acoustic coupling is reversible modulation or a lesion,Outcome,cem43,
which-functional-circuit-is-running-on-a-fixed-a-1lb1up7,Entity;Circuit,Which functional circuit is running on a fixed anatomical scaffold,Circuit,,
which-neural-element-is-excited-13l418z,Entity;NeuronPopulation,Which neural element is excited,NeuronPopulation,,
whole-chain-efficacy-testing-without-target-veri-0ly17ok,Entity;Confound,Whole-chain efficacy testing without target verification,Confound,target-engagement,
widespread-cortical-and-subcortical-activation-a-0evwx6q,Entity;Outcome,Widespread cortical and subcortical activation attributed to transcranial ultrasound,Outcome,,
within-person-instability-of-motor-cortex-rtms-a-1oe6det,Entity;Confound,Within-person instability of motor-cortex rTMS after-effects,Confound,reproducibility,
zuranolone-which-shares-brexanolone-s-target-pha-1j566z3,Entity;Molecule,"Zuranolone, which shares brexanolone's target pharmacology",Molecule,zuranolone,
